Year,Category,Film,Film_ID,Nominee,Winner,TMDb_ID,Popularity,Vote_Count,Vote_Average,Genres,Director,IMDb_Rating
2013,Best Adapted Screenplay,12 Years a Slave,tt2024544,Screenplay by John Ridley,TRUE,76203,42.437,11319,7.936,"Biography, Drama, History",Steve McQueen,8.1
2010,Best Actor,127 Hours,tt1542344,James Franco,FALSE,44115,34.335,7568,7.082,"Biography, Drama",Danny Boyle,7.5
2010,Best Picture,127 Hours,tt1542344,"Christian Colson, Danny Boyle and John Smithson, Producers",FALSE,44115,34.335,7568,7.082,"Biography, Drama",Danny Boyle,7.5
2010,Best Adapted Screenplay,127 Hours,tt1542344,Screenplay by Danny Boyle & Simon Beaufoy,FALSE,44115,34.335,7568,7.082,"Biography, Drama",Danny Boyle,7.5
1968,Best Director,2001: A Space Odyssey,tt0062622,Stanley Kubrick,FALSE,62,56.902,11648,8.1,"Adventure, Sci-Fi",Stanley Kubrick,8.3
1968,Best Original Screenplay,2001: A Space Odyssey,tt0062622,"Stanley Kubrick, Arthur C. Clarke",FALSE,62,56.902,11648,8.1,"Adventure, Sci-Fi",Stanley Kubrick,8.3
2016,Best Original Screenplay,20th Century Women,tt4385888,Written by Mike Mills,FALSE,342737,13.604,1141,7.3,"Comedy, Drama",Mike Mills,7.3
2003,Best Supporting Actor,21 Grams,tt0315733,Benicio Del Toro,FALSE,470,13.24,3136,7.3,"Crime, Drama, Thriller",Alejandro G. Iñárritu,7.6
2003,Best Actress,21 Grams,tt0315733,Naomi Watts,FALSE,470,13.24,3136,7.3,"Crime, Drama, Thriller",Alejandro G. Iñárritu,7.6
1932,Best Picture,42nd Street,tt0024034,Warner Bros.,FALSE,3062,10.489,183,6.9,"Comedy, Drama, Musical",Lloyd Bacon,7.3
2015,Best Actress,45 Years,tt3544082,Charlotte Rampling,FALSE,311291,8.879,737,6.6,"Drama, Romance",Andrew Haigh,7.1
1927,Best Actress,7th Heaven,tt0018379,Janet Gaynor,TRUE,82474,8.146,96,7.4,"Drama, Romance",Frank Borzage,7.5
1927,Best Director,7th Heaven,tt0018379,Frank Borzage,TRUE,82474,8.146,96,7.4,"Drama, Romance",Frank Borzage,7.5
1927,Best Picture,7th Heaven,tt0018379,Fox,FALSE,82474,8.146,96,7.4,"Drama, Romance",Frank Borzage,7.5
