Winner,Category,Genres,Director,Popularity
False,Best Supporting Actress,"Drama, Romance, Thriller",Elia Kazan,8.7
False,Best Cinematography,"Drama, Romance, Thriller",Elia Kazan,8.7
False,Best Adapted Screenplay,"Drama, Romance, Thriller",Elia Kazan,8.7
False,Best Original Screenplay,"Adventure, Comedy, Sci-Fi",Robert Zemeckis,79.2
True,Best Director,"Drama, Romance",Frank Borzage,2.3
False,Best Picture,"Drama, Romance",Frank Borzage,2.3
False,Best Actress,"Comedy, Romance",Howard Hawks,8.8
False,Best Original Screenplay,"Drama, Romance, War",Grigoriy Chukhray,9.2
False,Best Supporting Actor,"Drama, Sport",John D. Hancock,4.9
False,Best Cinematography,"Adventure, Drama, Romance",Howard Hawks,4.6
False,Best Supporting Actor,"Adventure, Comedy, Fantasy",Greta Gerwig,109.2
False,Best Supporting Actress,"Adventure, Comedy, Fantasy",Greta Gerwig,109.2
False,Best Picture,"Adventure, Comedy, Fantasy",Greta Gerwig,109.2
False,Best Adapted Screenplay,"Adventure, Comedy, Fantasy",Greta Gerwig,109.2
False,Best Cinematography,"Comedy, Drama",Alejandro G. Iñárritu,12.4
False,Best Supporting Actress,"Comedy, Romance",Gene Saks,9.0
True,Best Cinematography,"Adventure, Drama, History",Stanley Kubrick,26.3
False,Best Director,"Adventure, Drama, History",Stanley Kubrick,26.3
False,Best Picture,"Adventure, Drama, History",Stanley Kubrick,26.3
False,Best Adapted Screenplay,"Adventure, Drama, History",Stanley Kubrick,26.3
False,Best Supporting Actor,"Comedy, Drama, Thriller","Joel Coen, Ethan Coen",13.8
False,Best Cinematography,"Action, Drama",Christopher Nolan,59.5
False,Best Cinematography,"Action, Adventure",Joel Schumacher,28.6
False,Best Supporting Actor,"Action, Drama, History",William A. Wellman,9.8
True,Best Cinematography,"Action, Drama, History",William A. Wellman,9.8
False,Best Director,"Action, Drama, History",William A. Wellman,9.8
False,Best Picture,"Action, Drama, History",William A. Wellman,9.8
False,Best Actress,"Adventure, Drama, Fantasy",Benh Zeitlin,12.6
False,Best Director,"Adventure, Drama, Fantasy",Benh Zeitlin,12.6
False,Best Picture,"Adventure, Drama, Fantasy",Benh Zeitlin,12.6
False,Best Adapted Screenplay,"Adventure, Drama, Fantasy",Benh Zeitlin,12.6
False,Best Supporting Actor,"Action, Adventure, Drama",William A. Wellman,6.2
False,Best Picture,"Animation, Family, Fantasy","Gary Trousdale, Kirk Wise",99.4
False,Best Actor,"Biography, Drama, History",Peter Glenville,7.8
False,Best Actor,"Biography, Drama, History",Peter Glenville,7.8
False,Best Supporting Actor,"Biography, Drama, History",Peter Glenville,7.8
False,Best Cinematography,"Biography, Drama, History",Peter Glenville,7.8
False,Best Director,"Biography, Drama, History",Peter Glenville,7.8
False,Best Picture,"Biography, Drama, History",Peter Glenville,7.8
False,Best Actress,"Drama, Romance, War",Rouben Mamoulian,2.4
False,Best Adapted Screenplay,"Drama, Romance",Richard Linklater,15.6
False,Best Actor,"Biography, Drama, Romance",Julian Schnabel,10.0
False,Best Adapted Screenplay,"Drama, Romance",Richard Linklater,23.8
True,Best Supporting Actor,"Comedy, Drama, Romance",Mike Mills,9.3
False,Best Supporting Actress,"Comedy, Drama, Fantasy",Spike Jonze,26.4
False,Best Director,"Comedy, Drama, Fantasy",Spike Jonze,26.4
False,Best Original Screenplay,"Comedy, Drama, Fantasy",Spike Jonze,26.4
False,Best Actress,"Comedy, Drama, Romance",István Szabó,10.3
False,Best Actor,"Biography, Drama",Aaron Sorkin,11.0
False,Best Supporting Actor,"Biography, Drama",Aaron Sorkin,11.0
False,Best Actress,"Biography, Drama",Aaron Sorkin,11.0
False,Best Actor,"Comedy, Drama, Fantasy",Hal Ashby,13.6
True,Best Supporting Actor,"Comedy, Drama, Fantasy",Hal Ashby,13.6
False,Best Supporting Actor,"Biography, Drama, Romance",Kenneth Branagh,17.9
False,Best Supporting Actress,"Biography, Drama, Romance",Kenneth Branagh,17.9
False,Best Director,"Biography, Drama, Romance",Kenneth Branagh,17.9
False,Best Picture,"Biography, Drama, Romance",Kenneth Branagh,17.9
True,Best Original Screenplay,"Biography, Drama, Romance",Kenneth Branagh,17.9
True,Best Actor,"Action, Adventure, Drama",William Wyler,57.2
True,Best Supporting Actor,"Action, Adventure, Drama",William Wyler,57.2
True,Best Cinematography,"Action, Adventure, Drama",William Wyler,57.2
True,Best Director,"Action, Adventure, Drama",William Wyler,57.2
True,Best Picture,"Action, Adventure, Drama",William Wyler,57.2
False,Best Cinematography,"Adventure, Drama, Romance",Robert D. Webb,4.9
False,Best Actor,"Fantasy, Romance",Frank Lloyd,1.4
False,Best Adapted Screenplay,"Drama, Thriller",David Hugh Jones,2.8
False,Best Original Screenplay,"Action, Comedy, Crime",Martin Brest,29.9
False,Best Actor,"Comedy, Drama, Fantasy",Penny Marshall,26.9
False,Best Original Screenplay,"Comedy, Drama, Fantasy",Penny Marshall,26.9
False,Best Supporting Actor,"Adventure, Drama, War",Peter Ustinov,5.4
False,Best Supporting Actress,"Drama, Music",Stephen Daldry,20.0
False,Best Director,"Drama, Music",Stephen Daldry,20.0
False,Best Original Screenplay,"Drama, Music",Stephen Daldry,20.0
False,Best Cinematography,Western,"David Miller, Frank Borzage",2.9
False,Best Actor,"Biography, Crime, Drama",John Frankenheimer,15.8
False,Best Supporting Actor,"Biography, Crime, Drama",John Frankenheimer,15.8
False,Best Supporting Actress,"Biography, Crime, Drama",John Frankenheimer,15.8
False,Best Cinematography,"Biography, Crime, Drama",John Frankenheimer,15.8
False,Best Actor,"Comedy, Drama",Alejandro G. Iñárritu,35.7
False,Best Supporting Actor,"Comedy, Drama",Alejandro G. Iñárritu,35.7
False,Best Supporting Actress,"Comedy, Drama",Alejandro G. Iñárritu,35.7
True,Best Cinematography,"Comedy, Drama",Alejandro G. Iñárritu,35.7
True,Best Director,"Comedy, Drama",Alejandro G. Iñárritu,35.7
True,Best Picture,"Comedy, Drama",Alejandro G. Iñárritu,35.7
True,Best Original Screenplay,"Comedy, Drama",Alejandro G. Iñárritu,35.7
False,Best Cinematography,"Drama, Musical, Romance",W.S. Van Dyke,1.8
False,Best Actor,"Drama, Romance",Alejandro G. Iñárritu,11.6
False,Best Actor,"Crime, Drama, Romance",Michael Curtiz,4.1
False,Best Cinematography,"Action, Drama, History",Ridley Scott,54.0
False,Best Director,"Action, Drama, History",Ridley Scott,54.0
True,Best Cinematography,Drama,"Michael Powell, Emeric Pressburger",12.8
False,Best Picture,"Action, Adventure, Sci-Fi",Ryan Coogler,84.1
False,Best Supporting Actress,"Action, Adventure, Drama",Ryan Coogler,80.2
True,Best Actress,"Drama, Thriller",Darren Aronofsky,61.7
False,Best Cinematography,"Drama, Thriller",Darren Aronofsky,61.7
False,Best Director,"Drama, Thriller",Darren Aronofsky,61.7
False,Best Picture,"Drama, Thriller",Darren Aronofsky,61.7
False,Best Cinematography,"Crime, Drama, Music",Richard Brooks,9.8
False,Best Supporting Actor,"Biography, Comedy, Crime",Spike Lee,20.8
False,Best Director,"Biography, Comedy, Crime",Spike Lee,20.8
False,Best Picture,"Biography, Comedy, Crime",Spike Lee,20.8
True,Best Adapted Screenplay,"Biography, Comedy, Crime",Spike Lee,20.8
True,Best Cinematography,"Action, Drama, Mystery",Denis Villeneuve,153.5
False,Best Cinematography,"Biography, Comedy, Drama",Ron Shelton,3.4
False,Best Supporting Actress,"Comedy, Western",Mel Brooks,21.2
False,Best Actress,"Drama, History",Andrew Dominik,24.6
True,Best Cinematography,"Drama, Romance, Sport",Rouben Mamoulian,6.0
False,Best Actor,"Adventure, Drama, Thriller",Edward Zwick,36.4
False,Best Supporting Actor,"Adventure, Drama, Thriller",Edward Zwick,36.4
False,Best Adapted Screenplay,Drama,Robert Mulligan,1.6
False,Best Actress,"Biography, Drama, Romance",Mervyn LeRoy,3.9
False,Best Cinematography,"Biography, Drama, Romance",Mervyn LeRoy,3.9
False,Best Director,"Drama, Mystery, Thriller",Michelangelo Antonioni,11.9
False,Best Original Screenplay,"Drama, Mystery, Thriller",Michelangelo Antonioni,11.9
True,Best Actress,"Comedy, Drama, Romance",Woody Allen,14.0
False,Best Supporting Actress,"Comedy, Drama, Romance",Woody Allen,14.0
False,Best Original Screenplay,"Comedy, Drama, Romance",Woody Allen,14.0
True,Best Actress,"Drama, Romance",Tony Richardson,11.8
False,Best Actress,"Drama, Romance",Derek Cianfrance,37.9
False,Best Director,"Crime, Drama, Mystery",David Lynch,38.2
False,Best Supporting Actor,"Comedy, Drama, Romance",Paul Mazursky,10.7
False,Best Supporting Actress,"Comedy, Drama, Romance",Paul Mazursky,10.7
False,Best Cinematography,"Comedy, Drama, Romance",Paul Mazursky,10.7
False,Best Actor,"Drama, Film-Noir, Sport",Robert Rossen,6.7
False,Best Original Screenplay,"Drama, Film-Noir, Sport",Robert Rossen,6.7
True,Best Actor,"Biography, Drama, Music",Bryan Singer,50.0
False,Best Picture,"Biography, Drama, Music",Bryan Singer,50.0
False,Best Actress,"Biography, Drama",Jay Roach,19.2
False,Best Supporting Actress,"Biography, Drama",Jay Roach,19.2
False,Best Actor,"Action, Biography, Crime",Arthur Penn,23.9
False,Best Supporting Actor,"Action, Biography, Crime",Arthur Penn,23.9
False,Best Supporting Actor,"Action, Biography, Crime",Arthur Penn,23.9
False,Best Actress,"Action, Biography, Crime",Arthur Penn,23.9
True,Best Supporting Actress,"Action, Biography, Crime",Arthur Penn,23.9
True,Best Cinematography,"Action, Biography, Crime",Arthur Penn,23.9
False,Best Director,"Action, Biography, Crime",Arthur Penn,23.9
False,Best Picture,"Action, Biography, Crime",Arthur Penn,23.9
False,Best Original Screenplay,"Action, Biography, Crime",Arthur Penn,23.9
False,Best Supporting Actor,Drama,Paul Thomas Anderson,24.7
False,Best Supporting Actress,Drama,Paul Thomas Anderson,24.7
False,Best Original Screenplay,Drama,Paul Thomas Anderson,24.7
False,Best Cinematography,"Drama, Romance, Western",Jack Conway,5.2
False,Best Adapted Screenplay,Comedy,Larry Charles,22.4
False,Best Supporting Actress,Comedy,Jason Woliner,25.0
False,Best Adapted Screenplay,Comedy,Jason Woliner,25.0
False,Best Actor,"Biography, Drama, War",Oliver Stone,16.8
False,Best Cinematography,"Biography, Drama, War",Oliver Stone,16.8
True,Best Director,"Biography, Drama, War",Oliver Stone,16.8
False,Best Picture,"Biography, Drama, War",Oliver Stone,16.8
False,Best Adapted Screenplay,"Biography, Drama, War",Oliver Stone,16.8
True,Best Actress,"Comedy, Drama, Romance",George Cukor,9.5
False,Best Director,"Comedy, Drama, Romance",George Cukor,9.5
False,Best Picture,"Comedy, Drama, Romance",George Cukor,9.5
True,Best Cinematography,"Biography, Drama, Music",Hal Ashby,5.5
False,Best Picture,"Biography, Drama, Music",Hal Ashby,5.5
False,Best Supporting Actor,Drama,Richard Linklater,21.9
True,Best Supporting Actress,Drama,Richard Linklater,21.9
False,Best Director,Drama,Richard Linklater,21.9
False,Best Picture,Drama,Richard Linklater,21.9
False,Best Original Screenplay,Drama,Richard Linklater,21.9
True,Best Actress,"Biography, Crime, Drama",Kimberly Peirce,14.4
False,Best Supporting Actress,"Biography, Crime, Drama",Kimberly Peirce,14.4
True,Best Actor,"Biography, Drama, Family",Norman Taurog,7.7
False,Best Director,"Biography, Drama, Family",Norman Taurog,7.7
False,Best Picture,"Biography, Drama, Family",Norman Taurog,7.7
False,Best Director,"Crime, Drama",John Singleton,29.3
False,Best Original Screenplay,"Crime, Drama",John Singleton,29.3
True,Best Cinematography,"Biography, Drama, War",Mel Gibson,85.7
True,Best Director,"Biography, Drama, War",Mel Gibson,85.7
True,Best Picture,"Biography, Drama, War",Mel Gibson,85.7
False,Best Original Screenplay,"Biography, Drama, War",Mel Gibson,85.7
False,Best Original Screenplay,"Drama, Sci-Fi, Thriller",Terry Gilliam,24.4
False,Best Adapted Screenplay,"Drama, History, War",Bruce Beresford,8.6
False,Best Actress,"Comedy, Drama, Romance",Blake Edwards,27.3
False,Best Supporting Actress,"Comedy, Drama, Sport",Peter Yates,9.4
False,Best Director,"Comedy, Drama, Sport",Peter Yates,9.4
False,Best Picture,"Comedy, Drama, Sport",Peter Yates,9.4
True,Best Original Screenplay,"Comedy, Drama, Sport",Peter Yates,9.4
False,Best Actress,Drama,Lars von Trier,15.9
False,Best Supporting Actress,Comedy,Paul Feig,30.6
False,Best Original Screenplay,Comedy,Paul Feig,30.6
True,Best Supporting Actor,"Drama, History, Thriller",Steven Spielberg,21.2
False,Best Picture,"Drama, History, Thriller",Steven Spielberg,21.2
False,Best Original Screenplay,"Drama, History, Thriller",Steven Spielberg,21.2
False,Best Actress,"Comedy, Drama, Romance",Sharon Maguire,48.9
False,Best Actress,"Drama, Romance",David Lean,12.7
False,Best Director,"Drama, Romance",David Lean,12.7
False,Best Actor,"Drama, Romance, War",Mark Robson,2.0
False,Best Actor,"Comedy, Drama, Romance",James L. Brooks,10.7
False,Best Supporting Actor,"Comedy, Drama, Romance",James L. Brooks,10.7
False,Best Actress,"Comedy, Drama, Romance",James L. Brooks,10.7
False,Best Cinematography,"Comedy, Drama, Romance",James L. Brooks,10.7
False,Best Picture,"Comedy, Drama, Romance",James L. Brooks,10.7
False,Best Original Screenplay,"Comedy, Drama, Romance",James L. Brooks,10.7
False,Best Director,Comedy,Woody Allen,7.3
False,Best Original Screenplay,Comedy,Woody Allen,7.3
False,Best Picture,"Comedy, Musical, Romance","Roy Del Ruth, W.S. Van Dyke",3.1
False,Best Actor,"Drama, Romance",Ang Lee,50.9
False,Best Supporting Actor,"Drama, Romance",Ang Lee,50.9
False,Best Supporting Actress,"Drama, Romance",Ang Lee,50.9
False,Best Cinematography,"Drama, Romance",Ang Lee,50.9
True,Best Director,"Drama, Romance",Ang Lee,50.9
False,Best Picture,"Drama, Romance",Ang Lee,50.9
True,Best Adapted Screenplay,"Drama, Romance",Ang Lee,50.9
False,Best Supporting Actor,"Drama, Romance, Western",Delmer Daves,15.8
False,Best Cinematography,"Drama, Romance, Western",Delmer Daves,15.8
False,Best Supporting Actress,"Adventure, Drama, Western",Edward Dmytryk,9.3
False,Best Actress,"Drama, Romance",John Crowley,21.7
False,Best Picture,"Drama, Romance",John Crowley,21.7
False,Best Adapted Screenplay,"Drama, Romance",John Crowley,21.7
False,Best Original Screenplay,"Crime, Drama",Stuart Rosenberg,11.2
False,Best Actor,"Biography, Crime, Drama",Barry Levinson,12.0
False,Best Supporting Actor,"Biography, Crime, Drama",Barry Levinson,12.0
False,Best Supporting Actor,"Biography, Crime, Drama",Barry Levinson,12.0
False,Best Cinematography,"Biography, Crime, Drama",Barry Levinson,12.0
False,Best Director,"Biography, Crime, Drama",Barry Levinson,12.0
False,Best Picture,"Biography, Crime, Drama",Barry Levinson,12.0
False,Best Original Screenplay,"Biography, Crime, Drama",Barry Levinson,12.0
False,Best Original Screenplay,"Comedy, Romance, Sport",Ron Shelton,13.5
False,Best Actor,"Crime, Drama, Mystery",F. Richard Jones,1.5
False,Best Supporting Actor,"Comedy, Crime",Woody Allen,10.0
False,Best Supporting Actress,"Comedy, Crime",Woody Allen,10.0
True,Best Supporting Actress,"Comedy, Crime",Woody Allen,10.0
False,Best Director,"Comedy, Crime",Woody Allen,10.0
False,Best Original Screenplay,"Comedy, Crime",Woody Allen,10.0
False,Best Original Screenplay,"Comedy, Drama, Romance",Warren Beatty,12.8
False,Best Supporting Actor,"Comedy, Drama",Joshua Logan,10.6
True,Best Cinematography,"Biography, Crime, Drama",George Roy Hill,22.9
False,Best Director,"Biography, Crime, Drama",George Roy Hill,22.9
False,Best Picture,"Biography, Crime, Drama",George Roy Hill,22.9
True,Best Actress,"Drama, Romance, Thriller",Daniel Mann,7.4
False,Best Cinematography,"Drama, Romance, Thriller",Daniel Mann,7.4
True,Best Supporting Actress,"Comedy, Drama, Romance",Milton Katselas,5.6
False,Best Cinematography,"Comedy, Drama, Romance",Milton Katselas,5.6
True,Best Supporting Actor,"Drama, Musical, Romance",Bob Fosse,12.8
True,Best Actress,"Drama, Musical, Romance",Bob Fosse,12.8
True,Best Cinematography,"Drama, Musical, Romance",Bob Fosse,12.8
True,Best Director,"Drama, Musical, Romance",Bob Fosse,12.8
False,Best Picture,"Drama, Musical, Romance",Bob Fosse,12.8
True,Best Supporting Actress,"Comedy, Drama, Romance",Gene Saks,8.8
False,Best Actress,"Crime, Drama, Film-Noir",John Cromwell,8.6
False,Best Supporting Actress,"Crime, Drama, Film-Noir",John Cromwell,8.6
True,Best Supporting Actress,"Comedy, Drama",Herbert Ross,6.9
False,Best Adapted Screenplay,"Comedy, Drama",Herbert Ross,6.9
False,Best Actor,"Drama, Romance",Luca Guadagnino,67.3
False,Best Picture,"Drama, Romance",Luca Guadagnino,67.3
True,Best Adapted Screenplay,"Drama, Romance",Luca Guadagnino,67.3
False,Best Cinematography,"Adventure, Family, Fantasy",Joshua Logan,6.4
False,Best Actress,"Drama, Romance",George Cukor,7.1
False,Best Actress,"Biography, Drama, History",Bruno Nuytten,10.4
False,Best Supporting Actor,"Biography, Comedy, Crime",Marielle Heller,9.6
False,Best Actress,"Biography, Comedy, Crime",Marielle Heller,9.6
False,Best Adapted Screenplay,"Biography, Comedy, Crime",Marielle Heller,9.6
False,Best Actor,"Crime, Thriller",Martin Scorsese,20.7
False,Best Supporting Actress,"Crime, Thriller",Martin Scorsese,20.7
True,Best Actor,"Biography, Crime, Drama",Bennett Miller,10.5
False,Best Supporting Actress,"Biography, Crime, Drama",Bennett Miller,10.5
False,Best Director,"Biography, Crime, Drama",Bennett Miller,10.5
False,Best Picture,"Biography, Crime, Drama",Bennett Miller,10.5
False,Best Adapted Screenplay,"Biography, Crime, Drama",Bennett Miller,10.5
False,Best Director,"Action, Adventure, History",Michael Curtiz,14.0
False,Best Picture,"Action, Adventure, History",Michael Curtiz,14.0
False,Best Actor,"Comedy, Drama",Matt Ross,31.0
False,Best Supporting Actor,"Comedy, Drama, War",David Miller,5.0
False,Best Supporting Actor,"Action, Biography, Crime",Paul Greengrass,25.6
False,Best Picture,"Action, Biography, Crime",Paul Greengrass,25.6
False,Best Adapted Screenplay,"Action, Biography, Crime",Paul Greengrass,25.6
True,Best Actor,"Adventure, Drama, Family",Victor Fleming,11.9
False,Best Picture,"Adventure, Drama, Family",Victor Fleming,11.9
False,Best Cinematography,"Action, Drama, War",Michael Curtiz,2.9
False,Best Cinematography,"Drama, Romance",Joseph Anthony,1.4
False,Best Actress,"Drama, Musical, Romance",Otto Preminger,7.2
False,Best Supporting Actress,"Comedy, Drama, Romance",Mike Nichols,10.8
False,Best Actress,"Drama, Romance",Todd Haynes,26.7
False,Best Supporting Actress,"Drama, Romance",Todd Haynes,26.7
False,Best Cinematography,"Drama, Romance",Todd Haynes,26.7
False,Best Adapted Screenplay,"Drama, Romance",Todd Haynes,26.7
