Popularity,Vote_Average,IMDb_Rating,Genres,Director
8.077320843048094,7.377320843048094,7.5,203,205
23.1,7.655021535117868,7.7,76,65
9.602688744089617,7.080537748817923,7.680537748817923,79,683
6.1,6.726448129824542,7.405792519298169,149,474
23.392935123735537,7.6,7.758587024747107,76,65
17.51376894778344,6.8,7.117246210443312,156,96
3.0799156858315793,5.92663856194386,6.52008431416842,188,276
25.41534755317933,7.4,7.707721957456536,13,159
5.995587494228541,7.195587494228541,7.501103126442865,204,474
6.983230799635952,6.958384600182024,7.341615399817976,149,163
78.8,7.9,8.2,142,192
30.896161544635387,7.896161544635389,8.098080772317694,141,153
2.4960747165019863,7.192149433003973,7.474018679125496,203,744
130.7,8.1,8.3,76,116
10.4862890294271,6.7411329117187,7.0411329117187,212,268
7.039406960564222,7.092937973709482,7.3,149,163
8.9,7.156959625596553,7.356959625596553,203,186
40.8,8.4,8.7,202,509
30.851759708480092,7.851759708480092,8.075879854240046,83,153
10.6,7.3,7.6,212,218
47.7,7.9,8.2,79,641
21.6,7.2,7.4,212,42
62.007287573644184,7.9560729780368185,8.25607297803682,74,263
14.4219472397355,6.265841719206502,6.7548680993387515,121,740
10.44520405110263,6.864387846692108,7.164387846692108,212,268
27.245437733455997,7.663501867647969,7.881750933823985,90,473
7.815564291726038,6.9,7.131128583452076,149,755
18.809808258078426,7.209808258078424,7.329424774235274,139,628
9.444120568510888,7.048824113702177,7.648824113702178,168,623
28.915004866469395,8.0,8.354985400591804,77,509
17.797402778067017,8.002597221932982,8.167532407310993,149,394
71.2,7.8,7.8,142,475
11.604796374126247,7.438009064684383,7.509592748252493,11,595
32.85035531405831,7.812766485543731,8.11276648554373,76,722
8.278895255714007,6.11834288357101,6.8394476278570036,198,435
2.108110646318803,6.6,7.124331938956408,203,139
20.73550496315112,7.435504963151117,7.478501654383706,142,680
18.5,7.6,8.0,76,592
10.013399594048822,7.1,7.3955334686503935,212,268
32.65738067725106,7.636071015876588,7.8934516931276475,76,722
10.963081379149603,7.2,7.568459310425198,149,429
4.7,6.768813470608654,7.144067353043271,136,231
32.7,7.7,8.0,76,722
31.04906587559079,7.974532937795395,8.24906587559079,142,350
78.8,7.9,8.2,142,192
7.796157365103768,6.892314730207535,7.0961573651037675,99,435
28.9,8.0,8.4,77,509
22.046147746462474,7.430738732312367,7.530738732312367,95,385
18.23627985231917,7.636279852319172,7.936279852319172,149,186
22.9,7.8,8.1,142,186
63.99439403336412,8.310488225929348,8.141952903717385,95,569
35.508999095349836,7.5,7.763666968216721,95,13
13.584180075428018,7.538606641523994,7.961393358476006,217,268
22.1,7.7,7.8,95,88
44.5,7.7,8.1,212,733
30.930033800163407,7.915016900081705,8.130033800163408,83,153
5.705026492511405,6.931283115639257,7.678769869383554,102,474
14.953666576243803,6.651222192081267,6.751222192081268,121,740
71.2,7.8,7.8,142,475
20.9,6.9,7.1,98,374
43.167833612836645,7.250875209627482,7.176312814441222,55,416
40.15673532238746,8.071632338806268,8.114897016418805,202,509
37.02070723040146,7.250459035199071,7.350459035199071,71,2
4.3643716361173714,5.928502691106104,6.235628363882629,203,276
11.001210847523488,6.4012108475234895,6.997578304953023,212,64
22.304349860170053,7.6,7.126099161020312,95,385
17.8737508359459,7.0737508359459005,7.2,203,319
11.770650281700412,7.8,8.1,203,206
40.448267790643825,8.118614232515062,8.137228465030125,202,509
11.965029677025415,6.534970322974585,6.830059354050831,192,629
9.454930706236237,7.109861412472473,7.432396059354355,102,178
71.2,7.8,7.8,142,475
22.9,8.14444132963976,8.262960886426507,142,186
18.847767199399772,6.834821867066816,7.1,102,694
7.609839564971339,6.51967912994268,6.8196791299426796,99,435
21.6,7.2,7.4,212,42
51.18275280533392,7.7293117986665205,7.7,81,36
42.106018571330004,7.606018571330002,7.953009285665001,76,692
28.906283488309274,8.0,8.39790550389691,77,509
28.9,8.0,8.4,77,509
50.067493926825435,7.983930017422515,7.8935720069690065,102,372
44.5,7.611366566756774,8.040911044504515,212,733
14.7,7.5,7.8,95,320
2.024932713770853,5.487399070656279,6.387399070656279,40,205
40.8,8.4,8.7,202,509
18.9,7.3,7.6,139,628
18.93641592544782,7.587861358184059,7.624277283631881,139,628
2.46900778082332,6.18450389041166,6.7,203,744
5.745073243872443,5.964780268382673,6.264780268382673,113,758
4.271219149291774,5.706828723937661,5.749267022521209,203,20
13.106060426649831,6.793939573350168,7.193939573350168,74,745
19.18741463297051,7.504195122343163,7.791609755313672,156,231
29.212604488962246,7.806302244481123,8.006302244481123,149,56
19.239614257496374,7.8,8.1,125,206
18.058564407340192,7.741435592659807,8.041435592659807,149,508
19.9,8.0,8.3,223,440
14.360188158963632,7.360188158963632,7.619435523109103,102,762
3.9,6.858242265820725,7.158242265820725,203,511
5.974036589714766,6.8,7.674807317942953,203,287
10.562353957618027,7.2435309364270415,7.543530936427041,212,218
29.068704278533698,8.0,8.1687042785337,77,509
73.7,8.2,8.6,3,13
13.369133752997248,7.6323464988011,8.0,83,268
2.98561672806521,5.8856167280652105,6.578425092097815,141,179
111.9935378480216,8.577538438815614,8.887692194078074,218,695
42.25113319046499,7.751133190464995,8.025566595232497,76,692
10.45679231170558,7.0,7.3,212,268
20.91211900206111,7.387880997938891,7.387880997938891,203,680
24.74517583299781,7.7064697912472635,7.822587916498906,203,49
17.777230335097883,6.988615167548941,7.20569241622553,156,96
12.57220781354975,7.324069271183251,7.8,193,77
44.1,7.9,8.2,212,733
21.019747048985995,7.460505902028013,7.580252951014006,70,525
30.922615019958144,7.911307509979073,8.122615019958145,142,350
80.47910811290353,8.02916216253104,8.26458108126552,142,192
7.628590678923916,6.557181357847832,6.857181357847832,99,435
30.7,7.7,8.0,142,350
73.75545200145463,8.102958997454405,8.516821997818061,223,695
10.553954301607083,7.3,7.6,212,218
10.391892653363955,7.308107346636044,7.691892653363956,212,218
20.925224102017335,7.0008964080693445,7.150448204034672,98,374
14.626512578623883,6.351008385749256,6.851008385749256,121,740
44.1,7.9,8.2,212,733
14.384199855289006,7.431600289421988,7.484199855289006,225,474
3.4629055937030317,6.081452796851516,6.408603729135355,143,578
20.222355255350028,7.4776447446499725,7.7,102,502
11.631232367536214,7.303151448695679,7.7,175,595
42.32902849221212,7.829028492212117,8.064514246106059,1,684
8.736491924330918,7.2545026918896935,7.509005383779388,203,186
8.598466973952451,7.203066052095099,7.698466973952451,203,205
2.2436492598474067,5.887477613299424,6.387477613299424,40,208
2.030221615057908,6.587047879260896,6.795682626420299,203,246
44.5,7.7,8.1,212,733
8.513172877345456,7.386827122654544,7.6,203,205
33.20960803600588,7.862989954992647,8.162989954992648,149,656
64.8,8.4,8.5,95,640
17.449457956417472,7.721351136631068,7.942702273262134,149,394
24.601170538590367,7.551755807885549,7.4976589228192685,203,610
14.784070302801121,7.16371878879552,7.4637187887955205,95,320
19.46031907314025,7.853439691046749,8.15343969104675,223,440
19.11689488219674,7.016894882196739,7.262671161647554,102,700
130.7,8.1,8.3,76,116
80.12173742198233,8.001672109383255,8.250836054691629,142,192
109.43896803093469,8.6,9.0,134,79
8.556502199285902,7.343497800714099,7.6,203,205
40.8,8.4,8.7,202,509
20.587332291586083,7.3,7.4,75,245
33.1,8.0,8.3,149,415
14.628336461112948,6.3522243074086315,6.8522243074086315,121,740
30.448021490486372,7.232014326990915,7.483992836504543,141,142
18.9,7.3,7.6,139,628
10.40186632396542,7.002799485948128,7.302799485948128,212,218
19.0,7.8,8.1,125,206
27.2726461715113,7.881169372090404,7.990584686045202,90,473
10.001638009730128,7.1008190048650635,7.398361990269873,212,268
17.729753429876165,8.070246570123835,8.190082190041277,149,394
108.82268976855032,8.559850568413871,8.799252842069356,134,203
33.48000709686992,7.579971612520336,7.879971612520336,149,656
7.1,6.9,7.4,134,762
19.2,7.5,7.8,156,231
71.2,7.8,7.8,142,475
11.838401454973983,6.353605819895928,6.638401454973982,192,629
9.556407420384625,7.2,7.518802473461542,102,570
44.1,7.9,8.2,212,733
12.135137535345619,7.5783791784485395,7.87837917844854,168,72
10.355422651413202,7.044577348586798,7.3,212,268
40.8,8.4,8.7,202,509
19.0,8.3,8.6,142,386
36.385875458023904,7.610593406482072,7.807062270988047,99,671
14.57627986518063,7.8,8.1,74,49
13.379751943983477,7.019007775933905,7.3,76,747
44.1,7.9,8.2,212,733
11.026411849739583,7.2,7.789617774609375,149,468
28.9,8.0,8.4,77,509
13.42977761006649,7.6,7.914888805033245,106,72
2.7694395784509784,5.883362529294129,6.422241686196086,96,276
44.14933969526872,7.8383253809141005,8.162995228548459,212,733
6.000366566237275,6.400733132474551,6.800366566237275,102,645
8.789507140847945,7.236830953050685,7.47366190610137,203,186
9.255138936904546,6.889722126190908,7.289722126190909,102,231
6.9,7.072207093820273,7.372207093820274,149,163
7.811380421953492,6.9886195780465075,7.3,149,245
15.540695566581322,7.3,7.7,149,364
8.9,7.078305139635566,7.239152569817783,203,595
10.241262184084862,7.158737815915138,7.241262184084863,212,268
69.41737088789807,8.169561814649681,8.439123629299361,142,475
130.7,8.1,8.3,76,116
33.25216426501606,7.8097946687299205,8.10979466872992,149,656
10.4,7.0,7.3,212,218
20.317678932510834,7.5,7.8,19,760
27.2,7.3,7.7,90,473
38.176516826272255,7.317640453389679,7.758820226694839,149,43
51.107610844045546,7.751902711011388,7.859513555056938,81,91
75.44888360440098,7.949627868133659,8.128465105181045,223,695
18.5,7.6,8.0,76,592
22.9,7.857998378742813,8.1,142,186
19.03155462361214,7.556148458795952,7.687703082408095,156,231
4.7,6.756066009441617,7.0803300472080855,136,231
10.439651233340355,6.881046299978936,7.181046299978936,212,268
7.102940381167909,6.932353206277364,7.232353206277364,149,163
63.512017600510774,7.59501100031923,7.936507700223461,95,579
50.242838648115395,7.946035855974357,7.846035855974358,79,641
75.76262352545015,8.2,8.269980235927974,3,13
101.82819602829316,8.248778977584417,8.498255682263453,99,136
6.153765032519401,6.8,6.9231174837403,209,368
25.488289814151205,7.776579628302408,7.8,13,159
15.966576168130395,7.3336953274784245,7.300542991217636,95,19
18.5,7.6,7.956979395422294,76,592
61.34615953262954,8.12460856084455,8.283072373896367,140,91
23.1,7.363415510598278,7.542277007065519,76,65
13.25172690564416,6.906907622576644,7.1,78,745
11.611960200408902,7.332059699386647,7.7,11,595
5.070509494658743,6.929490505341257,7.044235758011885,76,565
18.5,7.6,8.0,76,592
29.086803873234775,7.517009683086937,7.717009683086937,149,56
15.873419871096115,7.573419871096115,7.7,149,364
9.2,7.0,7.6,168,276
58.69556323515935,7.720532411780878,7.920532411780878,3,762
3.5321684428804048,6.373566311423919,6.7,218,528
31.09933900455718,7.999504253417885,8.299504253417886,142,142
19.020066000596934,7.8,8.1,125,206
2.1285130399070384,6.6,7.185539119721115,203,205
10.6,7.3,7.6,212,218
44.02723547294165,7.8636177364708235,8.127235472941646,55,416
25.478565161808024,7.714260647232093,7.821434838191977,13,159
64.56332761815322,8.328998285445968,8.464499142722984,95,569
7.918019022060743,6.840990488969629,7.159009511030371,149,675
31.935920914254247,8.083980228563561,8.183980228563561,83,153
13.6,7.6,7.846466819226782,169,710
31.6,8.0,8.1,83,153
7.0175538721724395,6.94122306391378,7.35877693608622,149,163
31.1,8.0,8.3,142,350
14.144894176660916,7.144894176660915,7.372447088330458,95,18
10.9,7.2,7.6,149,468
10.30785901255962,7.3,7.6,212,218
20.5,7.297580823610864,7.4,75,245
43.6,7.8,8.0,55,416
6.1,6.745385838005437,7.481543352021751,204,401
5.9518078766238816,6.448192123376119,6.8,125,510
18.659745114717754,7.059745114717755,7.159745114717754,48,694
31.12966037744233,8.0,8.28813584902307,83,121
9.974070324113423,7.125929675886577,7.425929675886578,76,264
14.628137274904427,6.428137274904426,6.7,121,740
23.289088824660777,6.71272697495154,6.650907899806159,81,369
6.168712936453925,5.452580070037543,5.768386713358361,212,208
4.9,6.318610141784628,6.944169574646117,149,757
19.6,7.4,7.578942676081716,76,184
42.4,7.9,8.1,76,684
10.948296887208535,7.2965937744170715,7.6,149,429
18.026695994483187,7.773304005516811,8.07330400551681,149,508
17.991939848624288,7.008060151375712,7.108060151375712,203,622
25.008824277210493,7.763969653486883,7.872793930697377,13,159
69.30212330858681,8.150353884764469,8.40070776952894,107,475
43.731055210784554,7.8,8.0,55,416
7.3,6.77295082286524,7.4,149,163
35.65310257979822,7.476551289899111,7.676551289899111,95,13
47.7,7.9,8.2,79,641
13.183067544843293,7.022045029895528,7.177954970104471,188,644
10.308283265822148,5.967677041138844,6.567677041138843,80,764
29.150275017205807,7.675687543014523,7.875687543014523,149,56
22.102913453119857,7.337217937493144,7.231391031253428,95,88
8.313015613674963,7.3,7.791322924216692,170,491
69.55862519018615,8.193104198364358,8.486208396728715,142,475
22.9,7.894294527884875,8.1,142,186
23.1,7.38465612240796,7.55643741493864,76,65
59.04573579066024,7.678511705120772,7.878511705120771,3,762
9.3518127205568,6.8493957598144,7.2753021200928,203,186
11.690625458052104,7.209374541947897,7.681250916104207,175,595
29.17504538001505,7.775045380015049,7.975045380015049,149,56
30.7,7.48158491783859,7.563169835677179,141,142
43.94812034751641,7.824060173758204,8.048120347516408,212,733
64.30476585820549,8.344973984245055,8.279895936980216,77,640
90.51560545312213,8.28835527847759,8.455342111391037,203,264
19.526146463025754,7.193463384243562,7.493463384243562,102,240
7.997514238734677,7.297514238734677,7.5,203,205
9.8,7.006722720036657,7.6,212,762
11.006265320345536,6.406265320345536,6.987469359308929,212,64
43.918712509331115,7.809356254665559,8.018712509331118,212,733
7.363282869100088,5.241773611335279,5.627849074223518,212,208
7.993515863544957,6.946757931772479,7.346757931772478,203,205
22.9,8.076671319219788,8.217780879479859,142,186
12.695797002122347,7.4,7.695797002122347,77,623
2.629883341981091,6.330049996293818,6.710016665431273,203,205
1.4174587174203914,6.208729358710196,7.3021823396775485,203,744
18.833621031382442,7.065515874470235,7.232757937235117,102,388
46.6402661223651,7.9,8.007321113157289,79,641
4.812033636692369,6.5319495449614475,6.743983181653816,136,757
8.918953261390072,7.018953261390072,7.231588768983454,203,186
29.0947742120714,7.715677363785807,7.910451575857205,149,56
4.525637995722248,6.235034655259329,6.451275991444497,203,108
37.808126232769645,7.321952662711385,7.773984220903794,165,263
7.826917903501927,6.973082096498073,7.3,102,315
8.9,7.0037405819005505,7.5943891271491735,203,186
11.697387975022302,6.2513060124888495,6.651306012488849,192,690
17.865417460147405,7.0,7.330834920294815,203,428
12.5,7.380190236724026,7.559429289827922,193,77
5.543466974542839,6.8,7.256533025457161,149,268
7.1,6.392786497337667,7.268033756655832,203,683
78.88398401110538,7.9083984011105395,8.202799467036845,142,192
21.0,7.4217054545392935,7.4825581818089395,89,431
5.965049362791318,6.434950637208682,6.8,203,481
10.922819156977587,7.2,7.588590421511206,149,468
38.788254439771094,7.230249365746987,7.715124682873493,142,550
21.6,7.2,7.4,212,42
20.575289998402088,7.350193332268059,7.42509666613403,75,245
24.840246423136453,7.82530802892057,7.870123211568228,12,334
11.556122278828253,7.387755442343495,7.587755442343495,175,595
69.6,8.2,8.5,107,579
147.11806085655152,8.465569338439234,8.942615564065392,76,116
31.044055877339776,7.95804190800483,8.25804190800483,142,350
19.755437139358303,8.0,8.155437139358304,223,440
81.5969949143,8.179699491429998,8.293233163810001,142,192
44.1,7.9,8.2,212,733
108.1,8.6,9.0,218,79
17.72451760372403,8.075482396275966,8.191827465425321,149,675
44.1,7.9,8.2,212,733
29.40612148514798,8.0,8.248469628713005,149,56
78.58449309778774,7.866845091967345,8.13369018393469,142,192
43.91086037059994,7.805430185299971,8.010860370599943,212,733
14.8,7.1,7.4,95,764
8.500706701198732,7.23309776626709,7.73309776626709,203,205
14.692459112200122,6.938688668300182,7.292459112200122,95,320
78.03529520405986,7.782353108316902,7.964706216633803,142,192
8.9,7.0,7.2,203,595
21.2,7.9,8.1,70,525
23.587545378823624,7.593772689411811,7.781318068235434,76,65
15.753750794631099,7.453750794631099,7.7,203,364
92.6163066162385,8.30320180861642,8.40320180861642,99,136
33.1,8.0,8.3,149,415
59.570108556114334,7.61558697326628,7.815586973266281,3,762
3.96411654018479,6.1503947395688225,6.44353383926084,203,629
81.03618141001927,8.379181730718415,8.599318108932012,142,192
19.025862083488803,7.825862083488804,8.1,125,206
18.88352936465677,7.28352936465677,7.550588093970311,139,628
31.7320860259486,8.033021506487149,8.133021506487148,217,121
31.902700602275456,8.075675150568863,8.175675150568862,83,121
11.192245656198425,6.4,6.903877171900787,44,629
110.45317944020692,8.52048812741507,8.602440637075356,76,203
37.16108496092398,7.224433984369592,7.3610849609239795,165,263
3.232459959553318,5.512041814504847,6.291623669456377,72,528
74.02355393738499,8.2,8.548231370018403,223,695
22.0,7.2,7.3,95,385
35.6097521311638,7.454876065581901,7.6548760655819015,95,13
11.898498965614088,6.5939958624563495,6.698498965614088,44,690
44.1,7.9,8.2,212,733
15.791849773632332,7.202716742122556,7.505433484245112,80,364
15.99347954087395,7.693479540873951,7.886959081747902,149,19
8.392786275362466,7.3463931376812335,7.707213724637533,203,205
9.9,7.2,7.5,142,683
35.59225964040946,7.446129820204729,7.646129820204728,95,13
10.751093745982855,6.698687504820574,7.149343752410287,48,659
21.010547369995663,7.3,7.3210947399913255,70,680
35.56864397905514,7.434321989527571,7.63432198952757,95,13
133.98356338844167,7.760107155459797,8.060107155459798,76,116
14.7,7.5,7.8,95,764
19.577561185092534,7.355122370185065,7.5,102,325
19.514209338439674,7.196447665390082,7.496447665390082,102,525
25.63887006226169,7.718493416348925,8.138870062261693,13,159
31.33833518440263,8.0,8.204665926238949,217,153
42.0,7.5,7.9,76,692
61.42786013906278,8.279285441903385,8.420714558096616,218,91
111.45950208787913,8.557759336588116,8.788796682940578,134,695
23.1,7.6,7.7,76,65
8.758539911731127,6.319165663846358,6.720208584038411,125,370
7.920805905467509,6.879194094532491,7.239597047266246,74,245
5.449054041044226,6.842454965796478,7.308490993159295,149,180
7.1933942265507715,6.8066057734492285,7.4,149,163
7.7,6.7,7.0,99,435
30.60876973545064,7.547949559084401,7.847949559084401,141,142
4.358652270087651,5.8379784051314765,6.055282945306779,72,108
78.38820981981222,7.836647664586495,8.07329532917299,142,192
9.4571282972005,6.542897182698629,6.828615108398504,39,218
12.2,7.6,7.9,168,72
70.75695282019551,7.9107617949511235,7.993833141164466,142,475
14.406591410913911,6.206591410913911,6.7,121,740
11.014071152804876,7.371857694390249,7.585928847195124,149,468
18.9,7.539395299479253,7.6,139,628
18.281577516076197,7.681577516076198,7.9815775160761975,149,488
23.453005144996062,6.889398971000787,7.178797942001574,149,68
27.265429255232497,7.8234340418599695,7.961717020929985,90,473
14.630420856644454,6.845631284966681,7.2304208566444546,95,320
24.81193531632633,7.8119353163263305,7.635805948978991,13,159
47.7,7.9,8.2,79,641
14.774960774503185,7.8,8.1,74,600
9.8,7.176483273681468,7.6,142,683
11.539279292911694,7.44108106063246,7.7,203,595
8.6,7.448437967927008,7.797917290569345,203,435
30.7,7.7,8.0,141,142
68.01019366476767,8.1,8.00888048963755,107,579
23.09841103190365,7.592055159518249,7.695233095710949,76,65
11.5,7.566416000239275,7.567167999521451,175,595
9.27306574534921,7.036532872674606,7.636532872674605,79,276
11.9,7.750213531411265,8.066809020940843,45,732
18.5,7.6,8.0,76,592
111.05422215738567,8.542748968792061,8.713744843960308,76,695
24.964893362312992,7.81888329710876,7.883776659421752,13,159
17.703782255992728,7.503782255992728,8.001260751997576,225,378
24.076097726544646,7.5,7.6679267050915145,102,320
30.43630018893866,7.4,7.4,141,142
166.62290115802756,8.331612173421496,8.691288984606075,46,564
14.356103221207121,7.356103221207121,7.47805161060356,73,418
9.215881316928606,7.007940658464303,7.607940658464303,168,276
20.9,6.9,7.1,98,374
8.881258805590242,6.474964777639033,6.774964777639033,74,547
106.32721316446454,8.500723937210015,8.858177053157164,99,136
62.191438108316994,8.109531756930828,8.409531756930829,140,91
7.837761873504337,6.608158750997109,7.0,99,435
9.771024279862331,7.171024279862332,7.628975720137668,79,276
11.794305033955125,7.8,8.1,203,197
20.9,6.9,7.205766420213437,98,374
20.5,7.2,7.4,238,667
12.2,7.6,7.9,168,72
18.792660520402368,7.228440346934911,7.6,139,628
21.0,7.3,7.3,203,389
24.534350149512555,7.451525224268835,7.631299700974887,74,320
11.0,7.4,7.6,149,468
14.634752318627148,6.934752318627149,7.317376159313574,95,320
69.0816252365954,8.05600701016539,8.298409814231546,107,579
2.887010893645959,5.752206536187575,6.3,76,276
15.630191243557059,7.689936252147647,7.96980875644294,149,19
42.4,7.9,8.1,1,684
2.971605602047801,5.871605602047802,6.557408403071702,96,482
5.830411717683567,6.360823435367133,6.69561757652535,125,287
8.1,7.219859608437835,7.454964902109459,203,762
129.99671374349725,8.200469465214677,8.425586831518347,76,116
24.760459033952667,7.725573792440837,7.830229516976335,203,610
30.824185713495684,7.8241857134956865,8.062092856747842,142,350
2.929525010678069,5.829525010678069,6.494287516017104,96,482
17.83171048938305,7.0,7.184144755308476,203,414
13.74138615021945,7.505742566520367,7.647128716739816,97,710
109.86238888842729,8.502089506198484,8.510447530992423,218,79
4.9,6.236585786170426,6.873171572340852,203,180
9.8,7.0,7.6,142,762
13.335235512415087,7.632382243792456,7.932382243792457,106,539
13.06502080308634,6.90246879537049,7.23497919691366,203,747
7.86863271966861,6.931367280331391,7.3,149,762
7.793035885183759,6.886071770367519,7.093035885183759,99,435
5.065023712564808,6.934976287435192,7.052464431152788,149,20
7.7,6.7,7.0,99,435
13.4,7.1,7.322717955702352,188,747
5.030367099805648,6.183704112524294,6.751112337572882,209,368
21.07207239115456,7.444144782309118,7.5162171734636765,149,525
11.292864573017612,7.2,7.771423617988258,149,468
38.028189197086235,7.338830114701967,7.769415057350983,149,627
14.553796425943515,6.302530950629011,6.802530950629011,121,740
4.7,6.7694689323303265,7.147344661651634,203,419
14.32126443763711,7.55747112472578,7.4212644376371095,225,474
31.58340532271879,8.0,8.106637870912484,217,121
25.451973200620362,7.4,7.67842143950371,3,36
19.2,7.5,7.8,156,231
25.393830481844848,7.4,7.893830481844849,218,159
8.27424089645261,7.261361344678916,7.7484817929052205,203,205
69.97429635754351,8.10642591061412,8.336245343574712,142,475
23.16346579702401,7.2153789373013195,7.43653420297599,217,475
62.632492451737996,7.934006038609602,8.300504528957202,199,150
33.3219139427302,7.9260286857566005,8.2260286857566,149,656
30.672158509211748,7.381439006141166,7.4092804969294175,141,142
20.365853537618833,7.3670732311905835,7.601219693571751,75,245
30.568132189294133,7.48022031549022,7.78022031549022,141,142
9.7,7.588901053078652,7.877802106157304,142,683
10.4,7.0,7.3,212,218
40.8,8.4,8.7,202,509
29.254174556190932,8.0,8.286456360952268,149,56
18.9,7.463994466056336,7.6,139,628
12.2,7.561959945102958,7.861959945102959,168,72
12.506959901446802,7.4,7.506959901446802,50,715
6.944288237330526,7.066783822002105,7.4,149,163
44.1,7.9,8.2,212,733
52.25969376565134,7.537822207654265,7.737822207654265,102,372
14.3,7.3,7.8,102,762
2.3327693791203394,5.93276937912034,6.424577034340255,141,205
4.756007465910098,6.884011198865147,7.3,203,565
22.9,7.9,8.1,142,186
7.9584436460923795,7.258443646092379,7.5,203,205
21.964308064657565,7.2,7.3089229838356085,212,42
31.050792380719358,7.975396190359678,8.250792380719357,141,153
5.919509322315856,6.480490677684144,6.8,203,758
7.103601311120091,6.896398688879909,7.4,134,762
14.307437928585195,7.6074379285851945,7.907437928585195,149,344
9.8,7.145334198414065,7.6,212,762
35.43047510953861,7.469524890461387,7.739049780922773,95,13
10.617060533514115,7.3,7.617060533514115,212,218
167.1,8.5,9.0,46,316
14.663623080216937,6.7872753839566125,7.149101535826452,47,687
61.767548234247165,7.756290195205969,8.05629019520597,140,91
4.259262804507841,5.688894206761761,5.707419815777443,203,108
20.4,7.5,7.8,102,760
35.68069310596091,7.490346552980456,7.690346552980456,95,13
21.175810617174115,7.803242468696465,7.97905308587058,140,680
109.9,8.5,8.5,76,695
14.587507186185803,6.387507186185802,6.7,121,740
10.669873473924,7.3,7.6698734739239995,212,218
9.660657006280896,6.880328503140448,7.3,76,264
13.089171342312586,6.910828657687415,7.3,203,640
12.340016177698603,6.929991911150699,7.1,79,282
82.80154652494674,8.12295795961948,8.3,203,264
2.0903714328043295,5.585557149206494,6.485557149206494,203,208
6.0,7.209710500480801,7.538842001923205,204,329
14.314773612560883,7.270452774878236,7.755679162317354,47,474
8.866780468322641,6.933560936645281,7.16678046832264,203,186
29.681355685978524,7.959322157010739,8.2,149,56
23.37846049962793,6.878460499627931,7.135381498883792,95,168
30.93706603590574,7.918533017952872,8.137066035905743,83,142
3.9631753297526626,6.8,7.1157938324381655,203,629
13.823951016990954,7.323951016990954,7.547902033981908,95,683
44.68487954916983,7.720542172129981,7.9972891393500944,223,533
11.989598919982056,7.8,8.1,168,72
57.2,7.9,8.1,3,762
5.701368745142608,6.101368745142607,6.401824993523476,203,453
29.2,7.698987265686277,7.898987265686277,149,56
9.452144568904359,6.752144568904359,7.156433706713076,102,595
40.14454863650065,8.119092272785993,8.231820454643321,202,509
36.06745059424571,7.849412054315713,7.966274702877142,99,671
133.45530113761518,7.800510745911394,8.060408596729117,76,116
2.0229865994119134,6.6,6.86895979823574,203,526
81.51842814552992,8.171842814552992,8.290614271517665,142,192
22.9,7.80903731805634,8.1,142,186
17.500760078881424,6.866159947412384,7.1992399211185765,83,725
9.614643399658377,7.082928679931675,7.682928679931676,168,623
130.7,8.1,8.3,76,116
170.99687159636025,8.585645529590336,9.085645529590336,46,564
22.9,8.044766094473488,8.196510729648992,142,186
7.1,6.386085482064198,7.284786294839505,203,683
10.463389317558224,7.095083976337336,7.395083976337336,212,218
27.25654040391413,7.752323231313031,7.926161615656516,76,59
29.132163896719046,8.0,8.322612034426985,77,509
69.6,8.2,8.5,142,475
13.232243013013546,6.6785046579909695,7.1,188,241
22.9,7.844338001437919,8.1,142,186
20.721417915743753,7.421417915743751,7.4607089578718755,75,245
44.1,7.9,8.2,212,733
69.3550182973838,8.159169716230632,8.418339432461265,142,475
40.59184364115986,8.310790131925655,8.551316886542757,202,509
19.82876995948756,7.171230040512442,7.4237433468374805,102,525
20.25123637775458,7.448763622245421,7.7,102,502
11.97915503943833,6.489577519719165,6.879155039438331,192,629
14.3,7.484646601706556,7.861548867235519,74,474
9.297533413724253,7.202466586275746,7.7,203,186
22.169555148090907,7.665222425954547,7.5565569816818305,95,88
91.59329252603447,8.375265526293102,8.49010621051724,203,264
17.54026042661934,7.579869786690329,7.960065106654835,149,394
44.1,7.9,8.2,212,733
12.05187981784856,7.55062660594952,7.9,168,72
19.0,7.982947984311835,8.282947984311834,142,386
31.94255932968026,7.02837288645351,7.314186443226754,76,722
40.8,8.4,8.7,202,509
9.463814690679486,6.763814690679486,7.1914440720384585,203,186
8.947249335500652,6.905501328998697,7.6,79,276
11.80456487455024,6.409129749100477,6.7,192,629
44.5,7.657992770734005,8.071995180489337,212,733
111.85260136896348,8.572318569220869,8.861592846104347,76,79
9.41138692363958,6.668685959991156,6.9658392290812605,90,370
44.1,7.9,8.2,212,733
22.34820410581121,7.6,7.389224634867249,95,88
18.81960977127384,7.21960977127384,7.358829313821517,139,628
23.277843985784845,6.7778439857848465,6.8335319573545386,134,475
16.359658392242014,7.628068321551598,7.9,149,19
33.1,8.0,8.3,149,415
24.796685474310802,7.796685474310804,7.590056422932412,13,159
23.398348260251872,7.500550579916042,7.501101159832084,76,65
7.699233596735078,6.698467193470155,6.998467193470155,99,435
16.0,7.2,7.1,203,126
20.4,7.5,7.8,102,502
71.2,7.8,7.8,142,475
44.1,7.9,8.2,212,733
15.260517135915963,6.780258567957981,6.960517135915962,101,391
72.44105893422903,7.67161459301079,7.88559027132614,223,695
6.151266772595641,6.702533545191283,6.9,113,510
42.28260447071675,7.782604470716752,8.041302235358376,76,692
